ref:mise,fuel:diesel,fuel:octane_101,fuel:octane_100,fuel:octane_98,fuel:octane_95,fuel:cng,fuel:lpg,operator,brand,lat,lon
44487,yes,,,,yes,,,Sorrenti Petroli di Sorrenti Rocco & C. S.N.C.,,40.52452,17.26488
44850,,,,,,,,Barbi Ugo,Tamoil,40.46238,17.28166
14957,yes,,,,yes,,,A.& C. Energy di Bove Roberto & C. S.N.C.,Total Erg,40.46498,17.29162
35754,yes,,,,yes,,yes,Aiello Management S.R.L.,Agip Eni,40.48795,17.19719
37335,yes,,,,yes,yes,yes,Arde Gas Società Cooperativa,,40.46433,17.32806
40707,yes,,,,yes,,,Granieri Roberto,Menga petroli,40.46363,17.28967
37693,,,,,,,,L'incesso Egidio,Agip Eni,40.46586,17.27294
40015,yes,,,,yes,,yes,Carburanti 3.0 S.R.L.,Enercoop,40.51835,17.28806
46421,yes,,,,yes,,,Analisi Predittiva S.R.L.,Api-Ip,40.4379,17.2585
20857,yes,,yes,,yes,,,Sergest Italia S.R.L.,Agip Eni,40.48249,17.21868
9025,,,,,,,,Di Santis Nunzio,Agip Eni,40.41619,17.26398
41381,,,,,,,,Antomax S.A.S. di Luca Mignini,Agip Eni,40.44063,17.26016
35552,yes,,,,yes,,,Sergest Italia S.R.L.,Agip Eni,40.48503,17.22756
14278,yes,,,,yes,,,Corallo Cosimo Distributore Carburanti e Lubrificanti,Agip Eni,40.45886,17.27356
34696,yes,,,,yes,,,Cosi Angelo,Agip Eni,40.45946,17.25054
39001,yes,,,,yes,,,Giva Group S.R.L.,Agip Eni,40.46007,17.26732
43440,,,,,,,,Fuel&food S.R.L.,Agip Eni,40.44555,17.26082
37526,,,,,,,,Energy Cesare Battisti di Ricci Antonio Ilario & C S.A.S.,Agip Eni,40.46617,17.26407
43970,,,,,,,,Iannotti Sonia,Agip Eni,40.51467,17.31243
37157,,,,,,,,F.Lli Nittoso S.N.C.,Agip Eni,40.49074,17.23266
44533,yes,,,,yes,,,Piston Cup di Saponara Michele,Esso,40.48114,17.22577
38961,yes,,,,yes,,,Granieri Roberto,Esso,40.46548,17.27833
40995,,,,,,,,Pit Stop di Marino' Maria & C. S.A.S.,Esso,40.48122,17.22582
14114,yes,,,,yes,,,Gruppo Italgest S.A.S. di F. Anaclerio,Esso,40.48761,17.21323
31329,yes,,,,yes,,,G.G. Oil S.R.L.,Q8,40.44123,17.26227
39327,yes,,,,yes,,,Granvilla Cosimo & C S.N.C.,Agip Eni,40.51966,17.27464
35605,yes,,,,yes,,yes,Hi Matic S.R.L.,,40.42103,17.24771
15666,yes,,,,yes,,,Greco S.A.S. di Greco Francesco & C.,Api-Ip,40.4379,17.25851
13962,yes,,,,yes,,,Caroppo Carburanti S.A.S. di Andrea Caroppo & C.,Api-Ip,40.46106,17.2688
13098,yes,,,,yes,,,Italiana Carburanti S.P.A.,Italiana Carburanti,40.41437,17.26509
43538,,,,,,,,Agosta Francesco,Api-Ip,40.40117,17.28927
41943,,,,,,,,Nittoso Alessandro,Q8,40.46605,17.244
43659,yes,,,,yes,,,Pizzolla Gianluca,Q8,40.46241,17.26622
44985,,,,,,,,De Gregorio Santo Gaetano,Q8,40.45442,17.26352
13090,yes,,,,yes,,,Italiana Carburanti S.P.A.,Q8,40.41578,17.26225
16653,,,,,,,,Stazione di Servizio Erg di Lobasso Vito,Total Erg,40.46042,17.27764
16365,yes,,,,yes,,,Stazione di Servizio Agip di Spina Andrea & C. S.A.S.,Agip Eni,40.45449,17.25943
46787,yes,,,,yes,yes,yes,L.M.B. 1 Carburanti di Bevilacqua Luca S.A.S.,Agip Eni,40.48746,17.222
16138,,,,,,,,Sermon Giuseppe,Agip Eni,40.40815,17.26705
10649,yes,,,,yes,,,Lu.Car S.R.L.,Total Erg,40.39787,17.25943
5547,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,40.46344,17.24629
21838,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,40.44462,17.25918
23965,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,40.45361,17.25537
33249,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,40.45881,17.29677
6768,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,40.49479,17.26893
6767,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,40.45514,17.26882
29961,yes,,,,yes,,,Taras Oil S.R.L.,Q8,40.45984,17.26804
18759,yes,,,,yes,,,Greco Antonio & Schirone Luigi S.N.C.,Total Erg,40.46769,17.2573
41378,yes,,,,yes,,,Aperno Alberto,Total Erg,40.48409,17.21127
28460,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,40.46047,17.26164
41067,,,,,,,,Nira Società a Responsabilità Limitata Semplificata,Q8,40.34415,17.49828
18264,yes,,,,yes,,yes,Calo' Antonio Luigi,,40.36235,17.49403
33961,,,,,,,,Gielle di Di Pasquale Gabriella & C. S.A.S.,Esso,42.82051,13.92598
42524,yes,,,,yes,,,Ditta di Battista Alberindo S.R.L.,Api-Ip,42.82593,13.91596
26958,yes,,,,yes,,,Soc. Sax Del Rag. Milko Saccuti & C S.A.S.,Api-Ip,42.82785,13.92207
16063,,,,,,,,Di Candido Peppino,Api-Ip,42.8355,13.93094
16082,yes,,,,yes,,,Autoservice F.Lli Anastasi di Anastasi R. & F. S.N.C.,Api-Ip,42.8341,13.73649
43275,yes,,,,yes,,,Mennilli Petroli S.R.L.,Loro,42.85254,13.72635
38084,yes,,,,yes,,,Di Dante Silvio,,42.50883,13.79209
22681,,,,,,,,Alonzo Gina,,42.58351,13.9996
29104,,,,,,,,Traini Mario,Esso,42.57888,13.97855
44179,yes,,,,yes,,,Traini Stefano,Esso,42.57896,13.97849
44124,yes,,,,yes,,,Pa.Co. di Pavone Cesare e Corradi Silvio & C. S.N.C.,,42.57997,13.97103
34217,,,,,,,,Pettanice Antonio,Api-Ip,42.57769,13.98603
20279,,,,,,,,Di Stefano Global Energy S.R.L.,,42.61095,13.7249
45414,,,,,,,,Areafuel di Zancocchia & C. S.A.S.,Agip Eni,42.70655,13.83432
21540,,,,,,,,Rossi Enrico,,42.74115,13.81144
26681,,,,,,,,Pomponio Sandro,,42.52927,13.79747
42333,yes,,,,yes,,,Di Cipriano S.N.C. di Di Cipriano Katia e Laura,Api-Ip,42.7236,13.72785
21752,yes,,,,yes,,,Ciutti Giovanni,Agip Eni,42.75973,13.73646
6300,yes,,yes,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,Agip Eni,42.71884,13.73857
34120,yes,,,,yes,,,Petrol Picena S.R.L.,PetrolPicena,42.76966,13.7488
6299,yes,,,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,,42.7191,13.73918
38711,yes,,,,yes,,,Civitella Aristide,Total Erg,42.71445,13.66459
42772,yes,,,,yes,yes,,Scuppa Roberto,Q8,42.62634,13.81017
37885,yes,,,,yes,,,Di Donato Giovanni e Saimon S.N.C.,Q8,42.62834,13.85599
38905,yes,,,,yes,,,Mennilli Petroli S.R.L.,,42.62931,13.84916
39917,yes,,,,yes,,,Evangelista Roberto,,42.51944,13.90391
6298,yes,,,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,,42.53277,13.87812
41565,yes,,,,yes,,,Ennio Laureti S.R.L.,,42.53363,13.91776
39876,yes,,,,yes,,yes,Petrolbitumi - Societa a Responsabilita Limitata,,42.51478,13.93099
18387,yes,,,,yes,,,Di Giosia Marcello,Api-Ip,42.58439,13.85653
43595,yes,,,,yes,,,Di Filippo Giovanni,,42.7935,13.6449
26323,yes,,,,yes,,,Petrol Picena S.R.L.,PetrolPicena,42.78656,13.64691
7213,yes,,,,yes,,,Fire Service di Grotta Giuseppe,Total Erg,42.56792,13.71869
41761,yes,,,,yes,,,Grama S.R.L.Semplificata,,42.52911,13.65642
42523,yes,,,,yes,,,Ditta di Battista Alberindo S.R.L.,Api-Ip,42.86453,13.79547
35572,yes,,,,yes,,,Valori Andrea,Total Erg,42.85452,13.8217
26699,yes,,,,yes,yes,yes,Camaioni & Coccia di Camaioni Valentino e C. S.N.C.,Agip Eni,42.8331,13.89798
22682,,,,,,,,Tonelli Giovanni,Api-Ip,42.82584,13.83616
33236,yes,,,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,Agip Eni,42.81353,13.83309
32182,yes,,,,yes,,,Simonetti Mario S.R.L.,Api-Ip,42.81822,13.86649
44694,,,,,,,,Comune di Cortino,,42.62495,13.58335
33698,yes,,,,yes,,,Ceci Francesca,,42.55284,13.4778
17457,yes,,,yes,yes,,yes,Ciprietti S.R.L.,Api-Ip,42.77386,13.952
38648,yes,,,,yes,,,Papa Andrea,Agip Eni,42.7674,13.95611
34771,yes,,,,yes,,,D.E.Ma. di Regnicoli Marlise & Mazzagufo Arduino S.N.C.,Esso,42.7782,13.94954
4535,yes,,,,yes,yes,yes,Metanauto Giulianova S.R.L.,,42.72994,13.9508
25225,yes,,,,yes,,,Se.Fra. Service di Ignazii Settimio & C. S.A.S.,Agip Eni,42.7465,13.96765
42021,,,,,,,,M.G.F. S.A.S. di Caprioni Mirella & C.,Api-Ip,42.74663,13.95707
42045,,,,,,,,Area di Servizio Kevin & Ines di Iachini M. e C. S.N.C.,Api-Ip,42.76087,13.95984
46289,yes,,,,yes,,,Iaconi Flaviano,Api-Ip,42.74543,13.96875
46696,yes,,,,yes,,,Di Carlo Giancarlo,Api-Ip,42.74652,13.95696
13419,yes,,,,yes,,,Santucci Marco,Api-Ip,42.75655,13.96188
7603,,,,,,,,Pistilli & di Egidio di Pistilli R. & C. S.N.C.,Total Erg,42.7594,13.96021
42412,yes,,yes,,yes,,yes,Agip Petroli di Travaglini Fabrizio,Agip Eni,42.72123,13.93617
32260,,,,,,,,Di Matteo Emanuele,Esso,42.50292,13.65881
45941,yes,,,,yes,,,Bonfini Mario,Esso,42.50298,13.65895
38828,yes,,,,yes,,,Gran Sasso Carburanti e Servizi S.R.L.,Api-Ip,42.51006,13.65667
26102,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,42.85523,13.91296
27552,yes,,,,yes,,,Re Riccardo,Esso,42.88217,13.91546
43883,yes,,,,yes,,,Garsoline Società a Responsabilità Limitata,,42.83596,13.91356
35277,yes,,,,yes,,,Ditta di Battista Alberindo S.R.L.,Api-Ip,42.8364,13.91901
44008,yes,,,,yes,,yes,Di Bonaventura Giuseppe,Api-Ip,42.88893,13.90519
19168,yes,,yes,,yes,,,Gaetani Francesco e Luigi S.N.C.,Agip Eni,42.83795,13.91867
18678,,,,,,,,Carbone Piero,Total Erg,42.86506,13.92071
6344,,,,,,,,Di Bonaventura Gabriele & C. S.N.C.,Total Erg,42.88895,13.90519
34639,yes,,,,yes,,,Illuminati Fabrizio,Total Erg,42.87857,13.90457
41634,,,,,,,,Coletti Gabriella,Api-Ip,42.55951,13.92213
34957,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,42.58035,13.62854
18641,,,,,,,,Marci Elio,Api-Ip,42.5822,13.64947
34409,,,,,,,,F.Lli Altitonante Alessandro & Arnaldo S.N.C.,Esso,42.58251,13.63671
33925,yes,,,,yes,,,Faiazza Luigi,,42.59051,13.69216
9329,yes,,,,yes,,yes,Carburanti Martegiani di Martegiani Ercole e Martegiani Massimo e C. S.N.C.,Api-Ip,42.57931,13.63335
41999,yes,,,,yes,,,Petrolifera Adriatica S.P.A.,Esso,42.58251,13.63671
40027,yes,,,,yes,,,De Federicis Alex,Agip Eni,42.6354,13.91805
3543,,,,,,,,Vomano Carburanti S.R.L.,Api-Ip,42.66912,13.94238
3620,,,,,,,,Vomano Ovest S.R.L.,Agip Eni,42.67024,13.94056
36330,yes,,,,yes,,yes,C. & C. Fuel S.R.L.,,42.7103,13.91151
15684,,,,,,,,Pa.To Carburanti S.A.S. di Paoletti Gabriella e C.,Api-Ip,42.74232,13.89345
33579,yes,,,,yes,,,D.P.2 S.R.L.,Total Erg,42.72275,13.90665
41457,yes,,,,yes,,,Di Pasquale S.A.S.Di di Pasquale G. & C.,Agip Eni,42.70919,13.89976
41948,,,,,,,,Gima Servizi S.R.L.S.,Api-Ip,42.70678,13.86674
34519,,,,,,,,Di Saverio Giovanna,Esso,42.81429,13.82153
38351,,,,,,,,Ruberti Andrea,,42.80925,13.81701
42533,yes,,,,yes,,,Società Italiana Gas Liquidi S.P.A.,Retitalia,42.80927,13.81702
24477,yes,,,,yes,,yes,Euroservice S.N.C. di Vitali R. & L.,Q8,42.63088,13.87737
35488,yes,,,,yes,,,Oil Lotario S.A.S.di Di Giovannantonio Nazzareno,Api-Ip,42.64731,13.90175
19783,,,,,,,,Santone Santa,Api-Ip,42.63208,13.9056
43922,yes,,,,yes,,,Simonetti Mario S.R.L.,Api-Ip,42.6323,13.90444
18178,,,,,,,,Angelozzi Lella,Api-Ip,42.60795,13.75715
13901,,,,,,,,Self Area di Mattia di Di Mattia Cladio & Figli S.N.C.,Agip Eni,42.6089,13.75883
26103,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,42.63812,14.04414
18786,yes,,,,yes,,,Frezza Ariodante Ivo,Api-Ip,42.59356,14.07991
34351,,,,,,,,Center Service S.N.C. di Santicchia L. & C.,Api-Ip,42.64253,14.02366
46676,yes,,,,yes,,yes,Cm S.R.L.,Eco Fuel,42.60273,14.06824
40915,,,,,,,,Coletti Gabriella,Api-Ip,42.64251,14.02366
4550,,,,,,,,Cardinali Elvio,Api-Ip,42.60255,14.06823
8531,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.62099,14.05716
46196,yes,,,,yes,,,Itiderc Società a Responsabilità Limitata Con Unico Socio,,42.62543,14.05383
19970,yes,,,,yes,,,Autoservizio M.C. S.N.C. di Marini Pasquale & Ciancaioni Pasquale,Api-Ip,42.6743,14.01697
19971,yes,,,,yes,,,Autoservizio M.C. S.N.C. di Marini Pasquale & Ciancaioni Pasquale,Api-Ip,42.6743,14.01697
23501,yes,,,,yes,,,Autolavaggio D'Alonzo P. & C. S.N.C.,Agip Eni,42.65394,13.98574
46914,yes,,yes,,yes,,,Petrolbitumi - Societa a Responsabilita Limitata,Agip Eni,42.64617,13.96029
21097,yes,,yes,,yes,,yes,F.Lli di Francesco Luigi & Domenico S.N.C.,Agip Eni,42.66383,14.02509
8815,yes,,,,yes,,,"Adriatica Distributori S.N.C. Di D'Ambrosio, Di Bonaventura & C.",Agip Eni,42.68535,14.00854
27013,yes,,,,yes,,,Fc Autolavaggio di Cicioni Andrea,Retitalia,42.70006,13.99713
35067,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.65921,14.00604
33682,yes,,,,yes,,yes,Ip Services S.R.L.,Api-Ip,42.70932,13.99112
8789,yes,,,,yes,,,Roseto Carburanti S.N.C. di Roscioli Lino & C.,Total Erg,42.66883,14.02074
42940,yes,,,,yes,yes,,Roseto Energy Point S.R.L.,Q8,42.64986,13.97568
41687,,,,,,,,Self Area Borsacchio di Rapagnani & Vantaggiato S.N.C.,Api-Ip,42.71431,13.98852
22394,,,,,,,,Self Area Roseto Nord di La Luna Vincenzo & C. S.N.C.,Api-Ip,42.71432,13.98858
23503,,,,,,,,Del Gaone Giovanni,Agip Eni,42.6462,13.96028
16790,yes,,,,yes,,,Ippone Angelo,Api-Ip,42.66035,14.01285
22084,,,,,,,,Fala' Franco,Total Erg,42.67186,14.01889
34311,,,,,,,,Cialini Stefano,Api-Ip,42.82029,13.72059
8369,yes,,,,yes,,,Basciani Denis,Repsol,42.81935,13.69673
21828,yes,,yes,,yes,,,Rosati Silvestro,Agip Eni,42.82658,13.70786
39056,yes,,,,yes,,yes,Mennilli Petroli S.R.L.,,42.80977,13.73601
35101,yes,,,,yes,,yes,Parissi Ivano,Api-Ip,42.79831,13.77464
46258,yes,,,,yes,,,Priya Jannat di Hassan Nahid,Retitalia,42.79563,13.79889
42241,,,,,,,,Edilmaral S.N.C. di Spada Mario e C.,Api-Ip,42.77664,13.78029
9502,yes,,,,yes,yes,yes,Boston Service di Massi Massimiliano,Q8,42.53833,14.12615
12744,,,,,,,,Di Costanzo A. & C. S.N.C.,Agip Eni,42.55454,14.11348
34350,yes,,yes,,yes,,,Agip Cafe' di Pasquale Vecchio,Agip Eni,42.54426,14.12211
9283,,,,,,,,Pagliaricci & Mirabilio di Rosa Mirabilio & C. S.A.S.,Esso,42.5669,14.10255
41295,yes,,,,yes,,,La Luna Paolo,Esso,42.56692,14.10257
6614,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.5725,14.09789
3715,yes,,yes,,yes,,yes,Agip Antonio Gentile S.A.S.,Agip Eni,42.53145,14.12468
34295,,,,,,,,Feva S.A.S. di Bagnato Francesco Stefano & C.,Esso,42.53052,14.12511
21125,yes,,,,yes,,,A. & G. S.R.L.,,42.69166,13.78287
14673,yes,,,,yes,,yes,Castelli Bruno,Api-Ip,42.6823,13.66307
16102,,,,,,,,Bonavita Michele di Bonavita Roberto & C. S.N.C,Agip Eni,42.66348,13.72026
46394,yes,,,,yes,,,Cona Benz S.A.S. di Sinigaglia Tommaso & C.,Agip Eni,42.6521,13.68164
42670,yes,,,,yes,,,Di.Gi di Walter di Giacinto & C. S.N.C.,Api-Ip,42.66516,13.71651
40460,yes,,,,yes,yes,,Di.Va S.R.L.,Agip Eni,42.68781,13.78153
14512,yes,,,,yes,,yes,D'Angelantonio Mario,Api-Ip,42.62798,13.65697
23921,,,,,,,,Donzelli Riccardo & C. S.N.C.,Agip Eni,42.66712,13.72483
44056,,,,,,,,D'Orazio Trading & Trading Di D,GasAuto,42.70077,13.79547
42040,,,,,,,,Nicki Carburanti S.R.L.,,42.61947,13.77831
33499,yes,,,,yes,,,Petrol Gamma S.R.L.,Petrol Gamma,42.67752,13.67437
33498,yes,,,,yes,yes,,Petrol Gamma S.R.L.,Petrol Gamma,42.69415,13.8061
34263,yes,,,,yes,,,Petrol Picena S.R.L.,PetrolPicena,42.66083,13.71529
45132,yes,,,,yes,,,Priya Jannat di Hassan Nahid,Retitalia,42.66562,13.72355
33242,yes,,,,yes,,,D'Angelantonio Berardo E C. S.A.S,Q8,42.66045,13.70771
47396,yes,,,,yes,,,Petrolifera Adriatica S.P.A.,Retitalia,42.66523,13.69012
29426,yes,,,,yes,,yes,Servizi & Gestioni Italia S.R.L.,Q8,42.67499,13.75457
5638,yes,,,,yes,,yes,Self Area Teramo - Mare S.N.C. di Stacchiotti D. & Macchiavelli M.,Api-Ip,42.67945,13.75976
28370,,,,,,,,Caporale Pierluigi,Esso,42.66285,13.70605
13768,yes,,,,yes,,yes,Antico Gabriele,Api-Ip,42.67404,13.73495
13240,,,,,,,,D.G S.A.S.di Danielli Gianluca & C.,Tamoil,42.66051,13.71522
4552,,,,,,,,Metano Puglia di Cardinali Mauro,,42.68823,13.77624
32458,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,42.70292,13.81185
6613,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.66108,13.71613
11845,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,42.68038,13.75866
20405,,,,,,,,Bonaduce Giovanni,Tamoil,42.65838,13.65582
42598,yes,,,,yes,,,Bonaduce Mirko,Tamoil,42.65836,13.65583
40742,,,,,,,,Di Ubaldo Graziano,Api-Ip,42.79419,13.87524
23871,,,,,,,,Rapagna' Edoardo,Q8,42.7944,13.94053
44195,yes,,,,yes,,,Marcozzi Paolo,Agip Eni,42.80994,13.93231
7229,yes,,,,yes,,yes,Planamente Maria,Esso,42.80479,13.92864
3747,yes,,,,yes,,,F.Lli Nepa S.A.S. di Nepa Umberto & C.,Tamoil,42.80493,13.92763
18296,yes,,,,yes,,,Bianchini Anna,Api-Ip,42.73607,13.49638
5169,yes,,,,yes,,yes,Campion Marco e C. S.A.S.,Esso,45.80357,11.01919
4094,yes,,yes,,yes,,,F.Lli Zomer S.A.S. di Zomer Vittorio e C.,Agip Eni,45.76326,11.00614
7317,yes,,,,yes,,,Ferrari Attilio,,45.75734,10.99953
23796,yes,,yes,,yes,,yes,Ro-ma S.N.C.di Giulio Ropele,Agip Eni,45.98929,11.0974
24183,yes,,yes,,yes,,,Ghezzi Lorenzo,Agip Eni,46.16779,11.00444
31086,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,45.90631,10.8663
38292,yes,,,,yes,,,Prosser Michele,Esso,45.876,10.87128
8977,yes,,,,yes,,,Gruppo Nord Petroli S.R.L.,GNP,45.90872,10.86902
7915,yes,,yes,,yes,,,Mazzoni Paolo,Agip Eni,45.93434,10.89764
5360,yes,,,,yes,,,Pederzolli Mauro,Agip Eni,45.91775,10.86824
47036,,,,,,,,Mehdi Muhammad Zaman,Costantin,45.91605,10.87927
13344,yes,,,,yes,,,Emanuelli Giorgio,,45.72947,10.9499
18263,yes,,,,yes,,,Perotti Mario & C. S.N.C.,Total Erg,45.73515,10.94216
24355,yes,,yes,,yes,,,Auto Service di Tessadri Patrick & C. S.N.C.,Firmin,46.15008,11.27075
7554,yes,yes,,,yes,,,Avi Luca & C. S.A.S.,San Marco Petroli,46.12869,11.23796
38390,yes,,,,yes,,yes,Condini Catia,Esso,45.98027,11.11661
35353,yes,,,,yes,,,Emmeerre S.A.S. di Mirko Rizzon,Esso,46.05118,11.44537
20964,yes,,yes,,yes,,,Perozzo Albino,Agip Eni,46.05528,11.46992
20878,,,,,,,,Rossi Lino & C. S.A.S.,Tamoil,46.01125,10.70171
18640,yes,,,,yes,,,G.S.M. di Giuliani Serena e Spagnolli Martina S.N.C.,Firmin,45.81885,10.95732
23679,,,,,,,,Flaim Carlo,Repsol,46.43157,11.10786
6482,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,46.04698,10.95157
33139,yes,,,,yes,,,Zaman Mohammad,Q8,46.04698,10.95156
23844,yes,,,,yes,,,Delta Energy S.R.L.,Delta energy,46.00383,11.24386
4404,yes,,,,yes,,,Gruppo Nord Petroli S.R.L.,GNP,46.00106,11.24591
17505,,,,,,,,Officina Giacomini S.N.C. di Giacomini Benito & C. in sigla Offi- Cina Giacomini S.N.C.,Api-Ip,46.00584,11.24119
16971,yes,,yes,,yes,,,Max Line S.R.L.,Firmin,45.99661,11.25913
37655,yes,,,,yes,,,Adami Armando e C. S.A.S.,Api-Ip,45.93332,11.09614
23522,yes,,,,yes,,,Chesini Domenica,Total Erg,45.92822,11.09326
21942,yes,,,,yes,,,Callovi Gianfranco & C. S.N.C.,Tamoil,46.26817,11.03619
8372,yes,,yes,,yes,,,La Fornace di Orsingher Elena & C. S.N.C.,Tamoil,46.14992,11.73526
8206,yes,,yes,,yes,,,Merli Giampiero & C. Società in Accomandita Semplice in sigla Merli & C. S.A.S.,Agip Eni,46.47732,11.76917
8332,yes,,,,yes,,,Peke S.A.S. di Degiampietro Paolo & C.,Api-Ip,46.2876,11.44158
40912,yes,,,,yes,,,Fratelli Pasqualin S.N.C. di Pasqualin Gianluca e Clara,,46.06866,11.62544
5024,yes,,,,yes,,yes,Casari Mauro,Tamoil,46.28502,11.43671
26338,yes,,,,yes,,,Gas Motors di Delmarco Stefano e C. S.N.C.,,46.27259,11.41945
21961,,,,,,,,Molinari S.A.S. di Molinari Massimo & C.,Esso,46.05128,11.48436
28150,yes,,,,yes,,yes,Gruppo Nord Petroli S.R.L.,GNP,46.04903,11.47535
45612,,,,,,,,De S.A.R. Gestioni di De Salvatore Alessandro & C. S.A.S.,Api-Ip,46.05075,11.4845
34936,yes,,,yes,yes,,yes,Loro F.Lli-s.P.A.,Loro,46.04874,11.47584
8130,yes,,yes,,yes,,,Camelo Service di Dellasega Riccardo,Agip Eni,46.29077,11.45459
