ref:mise,fuel:diesel,fuel:octane_101,fuel:octane_100,fuel:octane_98,fuel:octane_95,fuel:cng,fuel:lpg,operator,brand,lat,lon
5366,yes,,yes,,yes,yes,yes,D.E.M. S.A.S. di Pagnanelli Domenico e C.,Agip Eni,41.69764,13.5739
5198,yes,,,,yes,,yes,Extragas - S.R.L.,,41.70669,13.57132
16407,yes,,yes,,yes,,,Fava Enio,Agip Eni,41.71291,13.57018
43893,yes,,,,yes,yes,yes,New Energy S.R.L.,New Energy,41.6982,13.60635
8888,,,,,,,,Società Italiana Carburanti e Affini - S.R.L. - S.I.C.A.,Api-Ip,41.70529,13.56415
5367,yes,,,,yes,,,D.E.M. S.A.S. di Pagnanelli Domenico e C.,7sette,41.70896,13.59778
37732,yes,,,,yes,,,Easy Service S.R.L.,Esso,41.71385,13.60595
29682,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,41.71243,13.60364
8438,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,41.71408,13.62356
11595,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,41.7253,13.62335
44216,yes,,,,yes,,,Fantauzzi Gestioni di Fantauzzi Guido Basilio & C. S.A.S.,Agip Eni,41.72034,13.61682
34780,yes,,,,yes,,yes,Lu.Ca. di Camilli Pietro Massimo & C. S.A.S.,Total Erg,41.70476,13.63011
47185,,,,,,,,G Fuel di Graziani Andrea,Api-Ip,41.59853,13.49269
10081,yes,,yes,,yes,,,Schietroma Angela & C. - S.A.S.,Agip Eni,41.62867,13.25105
39606,yes,,yes,,yes,,yes,Pascasi Andrea,Agip Eni,41.77829,13.24605
45279,,,,,,,,So.Ge.Ca. S.Orfeto S.R.L.,,41.77803,13.26114
45668,,,,,,,,Montoni Luigi,Agip Eni,41.6222,13.38527
46056,yes,,,,yes,,,24 Uno Group Società a Responsabilità Limitata Semplificata,Petrol Gamma,41.62509,13.39602
36166,,,,,,,,Distribuzione Carburanti Altipiani di Pomponi Piermaria Luigi e Taraborelli Maria Luisa - Società in Nome Collettivo,Agip Eni,41.84977,13.19095
46602,,,,,,,,Erreffe Motorsport Società a Responsabilità Limitata Semplificata,Agip Eni,41.86795,13.25951
17972,,,,,,,,Anzidei Eligio,Agip Eni,41.86793,13.25952
44445,,,,,,,,Starlet di Rubiano Ennio & C S.A.S.in sigla Starlet S.A.S.,Repsol,41.36721,13.81078
45451,yes,,,,yes,,,Penta Petroli S.R.L.,,41.36722,13.81077
5593,,,,,,,,Santucci S.N.C. di Santucci Marco & C.,Agip Eni,41.66256,13.39753
30214,yes,,,,yes,,,Giglio Carburanti di Cestra Lino e C. S.A.S.,Tamoil,41.66146,13.42577
40016,yes,,,,yes,,yes,Ca.Pa.Ia. S.R.L.,Total Erg,41.66154,13.37213
40075,yes,,,,yes,,,Ca.Pa.Ia. S.R.L.,Total Erg,41.67479,13.46975
12473,,,,,,,,Lisi Guglielmo,,41.69146,13.4734
44174,,,,,,,,Perciballi Service Società a Responsabilità Limitata Semplificata,Q8,41.6648,13.43565
33497,,,,,,,,Fiorini Pietropaolo,Petrol Gamma,41.69987,13.41012
43996,yes,,,,yes,,,Petrol Gamma S.R.L.,Petrol Gamma,41.6999,13.41015
45317,yes,,,,yes,,,Renzi Lucia,Api-Ip,41.71836,13.44983
38734,yes,,yes,,yes,,,S.J.N. di Sirizzotti Ivano S.A.S,Agip Eni,41.692,13.42046
29144,,,,,,,,Iannarilli Cristina,Total Erg,41.71833,13.44987
5708,,,,,,,,Rossi Angelo,Agip Eni,41.66462,13.38527
42168,yes,,,,yes,,,Gestione Carburanti - Società in Accomandita Semplice di Marcell O Grassetti,,41.6769,13.70544
45564,yes,,,,yes,,,Penta Petroli S.R.L.,,41.77431,13.32043
35523,,,,,,,,Enerway S.R.L.,,41.62064,13.83847
34088,,,,,,,,Pinchera Enrica,,41.48997,13.77588
30276,yes,,,,yes,yes,yes,Distributore Eni di Tiseo Alberto e Valentino Barbara Società in Nome Collettivo,Agip Eni,41.48453,13.79404
8576,yes,,yes,,yes,,,Lanfranconi Edoardo,Agip Eni,44.40097,8.67923
18004,yes,,,,yes,,,Vallarino Giovanni Battista,Europam,44.39659,8.68087
23513,yes,,,,yes,,,Vigo Angelo & C. S.A.S,Esso,44.4027,8.68546
35329,yes,,,,yes,,,Kerotris - Società a Responsabilità Limitata,Kerotris,44.3833,9.16436
31378,,,,,,,,Stazione di Servizio Monte Shell di Cuneo Massimo,Q8,44.45334,9.08668
11604,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.37799,9.0756
7665,yes,,,,yes,,,Botta Federica & C. S.N.C.,Esso,44.42031,9.38839
4034,yes,,,,yes,,,Fm di Mazzoni Fabrizio,Agip Eni,44.5696,8.94613
23461,yes,,,,yes,,,Gobbo Vittorio,Esso,44.57068,8.94588
40256,yes,,,,yes,,,New Truck S.R.L.,,44.56763,8.94925
21784,,,,,,,,Martignetti Mattavelli S.N.C.,,44.3439,9.17872
33371,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.34643,9.15889
21786,,,,,,,,Martignetti Mattavelli S.N.C.,Esso,44.34392,9.17873
45429,yes,,,,yes,,,Pasqua Aldo,Api-Ip,44.53071,8.70203
45215,,,,,,,,Luigi Pastorino & C. - Società in Nome Collettivo,Q8,44.52075,8.70058
18637,yes,,,,yes,,,Casagrande Claudio,Api-Ip,44.50925,8.88598
45308,yes,,,,yes,,,Devoto Luca,Agip Eni,44.34957,9.34762
40316,yes,,,,yes,,yes,Coop Liguria Società Cooperativa di Consumo,Enercoop,44.34753,9.35026
33389,yes,,,,yes,,,Peracca Angela,Agip Eni,44.27423,9.45429
26320,,,,,,,,Di Modugno Enzo,Europam,44.52288,8.98859
41987,yes,,,,yes,,yes,Di Modugno Luca,Europam,44.52289,8.98843
26741,,,,,,,,Torre Carla Rosanna,,44.53501,8.99815
43911,yes,,,,yes,,,Europam S.P.A.,Europam,44.53493,8.99882
46944,yes,,,,yes,,,Muratore Nicola,Oil Italia,44.53501,8.99811
9906,yes,,,,yes,,,Parmigiani Elsa,Tamoil,44.27363,9.51448
16919,,,,,,,,3c S.R.L.,,44.31406,9.32612
27231,yes,,,,yes,,,Brignole Claudino e C. Società in Nome Collettivo,Esso,44.31247,9.33102
13295,yes,,,,yes,,,Castagnola Carburanti S.N.C. di Valente Massimo e Zignaigo Massimo,Esso,44.32137,9.32144
6385,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.31378,9.3262
11598,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.31289,9.32818
10457,,,,,,,,Debenedetti Marta,Q8,44.31999,9.34117
19214,yes,,yes,,yes,,,Roscelli Sergio - Impianto Agip 1010,Agip Eni,44.31235,9.33271
21024,yes,,,,yes,,,Caperana Carburanti S.N.C.di Di Stefano Mauro & C.,Esso,44.33201,9.34561
33158,yes,,,,yes,,,Parma Fabio,Api-Ip,44.32117,9.32259
13391,yes,,,,yes,,,Pinasco Carla & C. S.A.S.,Agip Eni,44.32004,9.31927
44396,yes,,,,yes,,,Zerega Silvana,Api-Ip,44.40507,9.24333
43462,yes,,,,yes,,,Bruzzone Giacomo,Api-Ip,44.38372,8.63707
21624,,,,,,,,Giusto Mariella,Total Erg,44.38974,8.64858
42167,yes,,,,yes,,,B.L.S. - S.N.C. di Riva Stefano & C.,Api-Ip,44.38977,8.64857
45270,yes,,,,yes,,,Graffione Pneumatici di Graffione Marco,Api-Ip,44.33861,9.35388
13079,yes,,,,yes,,,Kerotris - Società a Responsabilità Limitata,Kerotris,44.46531,9.08662
27857,yes,,,,yes,,,Silvia Enrica S.N.C. di Bertetta Silvia & Pezzolo Enrica,Europam,44.45275,9.25962
33630,yes,,,,yes,,,Di Benedetto S.A.S. di Luca di Benedetto & C.,Esso,44.45683,8.90001
10583,yes,,,,yes,,,Parodi Angelo,Esso,44.45632,8.89672
26858,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,44.38962,9.01359
26128,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,44.43488,8.88575
40081,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,44.39897,8.9907
26129,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,44.41573,8.8683
41229,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,44.38381,9.04653
10023,yes,,yes,,yes,,,A. & V. Service di Vicentini V. & C. Società in Nome Collettivo,Agip Eni,44.39438,8.96251
19363,yes,,yes,,yes,,,F.Lli Capogreco Marco & Fabrizio S.N.C.,Agip Eni,44.42868,8.95612
35401,,,,,,,,Alimonda Car Wash - Società a Responsabilità Limitata,Api-Ip,44.4052,8.95001
16359,,,,,,,,Alloisio G. & M. Società in Accomandita Semplice di Gabriella Alloisio & C.,Esso,44.42407,8.80432
36700,,,,,,,,Barisone Paola,Api-Ip,44.42087,8.92547
15907,yes,,,,yes,,,Bruzzone & Imareti Società in Nome Collettivo di Sergio Bruzzone e Paolo Imareti,Tamoil,44.43409,8.89307
5942,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.41042,8.9032
38269,,,,,,,yes,Cargas S.A.S. di Cairo Mario & C.,Retitalia,44.45451,8.95853
38268,yes,,,,yes,,yes,Cargas S.A.S. di Cairo Mario & C.,Retitalia,44.43309,8.86633
37633,yes,,yes,,yes,,,Castelli Sandro e Romano Giuseppe S.N.C.,Agip Eni,44.42512,8.82298
5528,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.41563,8.86631
29782,yes,,,,yes,,yes,Dellepiane Maria Grazia e Cau Roberto S.N.C.,Agip Eni,44.44941,9.02037
27380,yes,,,,yes,,,Dinegro Carburanti di Mauro Fontana S.A.S.,Esso,44.41349,8.91067
39536,yes,,,,yes,,,Crovetti Alberto,Agip Eni,44.41993,8.85868
29448,yes,,,,yes,,,Marina Genova Distribuzione S.R.L.,,44.41733,8.83778
10695,yes,,,,yes,,,Santoni Daniele,Esso,44.40203,8.96418
16357,,,,,,,,Schena Giuliano,Esso,44.38306,9.02573
26131,yes,,,,yes,,,Lucerna Giuseppe,Europam,44.41549,8.9506
18465,,,,,,,,Do.Far. - Società in Nome Collettivo di Farcinto Giacomo e C.,Esso,44.42804,8.95464
12022,yes,,,,yes,,,Dueaservice S.N.C. di Casarino A. e Scarsi A.,Api-Ip,44.42865,8.74746
37777,yes,,yes,,yes,,,Mantero Mirko,Agip Eni,44.41869,8.90769
43437,,,,,,,,D.A.R.M. Petroli S.R.L.,Agip Eni,44.40468,8.95522
31515,,,,,,,,Vella Roberto,Agip Eni,44.41857,8.91014
23680,,,,,,,,Capogreco Giancarlo,Agip Eni,44.44532,8.89063
26257,yes,,,,yes,,,Vegni Massimo,Agip Eni,44.44205,8.96371
7348,yes,,yes,,yes,,,Giovinazzo Claudio,Agip Eni,44.42735,8.77765
39968,,,,,,,,C.F.M S.A.S.di Matteo Rossi & C.,Agip Eni,44.42871,8.75872
7343,yes,,,,yes,,,Giovinazzo Roberto,Agip Eni,44.41444,8.93595
15739,yes,,yes,,yes,,,Marenco Daniel & C. - Società in Nome Collettivo di Daniel Marenco e C.,Agip Eni,44.42048,8.94992
16546,yes,,yes,,yes,,,Mancini Alfredo,Agip Eni,44.46536,8.90527
34214,,,,,,,,Mancini Alfredo,Agip Eni,44.46294,8.90187
40277,yes,,,,yes,,,Parasiliti Antonello,Agip Eni,44.45459,8.98486
13971,yes,,,,yes,,,Selogni Aldo,Esso,44.39727,8.98088
14179,yes,,,,yes,,,Selogni Samuel,Esso,44.40629,8.98657
22139,,,,,,,,Fa.Ro. di Bertagnini Fabio e Buffo Rosalba & C. S.N.C.,Esso,44.39396,9.00049
46026,,,,,,,,Lanza Petroli Società in Accomandita Semplice di Lanza Davide & C.,Esso,44.4644,8.90458
9225,yes,,,,yes,,,Essepi di Pellegatti Claudio e C. S.N.C.,Esso,44.41564,8.86719
43266,yes,,,,yes,,,Solergni Alessandro,Esso,44.48699,8.90058
10973,yes,,,,yes,,,Maddalena Stefano,Europam,44.40044,8.98782
29273,yes,,,,yes,,,Maresca Andrea,Europam,44.41757,8.92672
47189,,,,,,,,Sp Group Srls,Europam,44.44995,8.97286
43056,yes,,,,yes,,,Europam S.P.A.,Europam,44.43454,8.86916
46857,yes,,,,yes,,,Europam S.P.A.,Europam,44.40903,8.9013
43910,yes,,,,yes,,,Europam S.P.A.,Europam,44.41986,8.96705
37285,,,,,,,,Mister Mario S.N.C. di Tafani Marco e C.,Europam,44.40767,8.97835
24143,yes,,,,yes,,,Europam S.P.A.,Europam,44.42107,8.88116
42573,yes,,,,yes,,,Europam S.P.A.,Europam,44.39279,9.00851
45049,yes,,,,yes,,,Europam S.P.A.,Europam,44.41482,8.93824
17512,yes,,,,yes,,,Dogi S.N.C. di Manieri Domenico e Parodi Daniele,Europam,44.40395,8.98456
43355,yes,,,,yes,,,Europam S.P.A.,Europam,44.40471,8.9532
45806,yes,,,,yes,,,Europam S.P.A.,Europam,44.48641,8.898
17679,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.4218,8.88867
17680,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.42634,8.82988
24590,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.38692,9.01817
32674,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.43675,8.88725
5413,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,44.39885,8.9443
27525,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.38393,9.04516
30800,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.45255,8.89237
30926,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.45381,8.97989
24592,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.40541,8.92829
31094,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.44933,9.02145
31037,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.44195,8.90335
24402,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.39159,8.96682
32481,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.41393,8.956
23130,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.45212,8.97852
23521,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.40899,8.94441
22331,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.38887,9.01487
46028,yes,,,,yes,,,Selogni Michael Yuri,Esso,44.40745,8.97801
6390,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.41397,8.89466
6387,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.46618,8.90537
23837,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.42711,8.83395
11599,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.39859,8.99344
11601,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.39313,8.96337
23707,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.38983,8.99301
11600,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.42756,8.83685
11602,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.3939,8.98204
25312,yes,,,,yes,,,Ghiorzo Valter,Api-Ip,44.38511,9.02356
47060,yes,,,,yes,,,Giocar Società a Responsabilità Limitata Semplificata,Api-Ip,44.41622,8.85428
47456,yes,,yes,,yes,,,Rizzo Andrea,Agip Eni,44.4105,8.90366
40187,yes,,,,yes,,,Bregante Valeria,Agip Eni,44.42665,8.83326
16616,,,,,,,,Rizzo Carlo,Agip Eni,44.41058,8.9037
14911,yes,,yes,,yes,,,Repetti Roberto,Agip Eni,44.40535,8.96946
45363,yes,,,,yes,,,D'Amico S.A.S. Di D,Api-Ip,44.4274,8.77495
14802,,,,,,,,Salvini Alessandro,Europam,44.39415,8.95821
13923,,,,,,,,Casazza Simone,Europam,44.41863,8.94887
29459,yes,,,,yes,,,Raso Graziella,Europam,44.5043,8.90735
12292,yes,,,,yes,,,Geraci Roberto,Api-Ip,44.41144,8.9531
13222,yes,,,,yes,,,Dasso Daniel Marco e C S.N.C.,Api-Ip,44.42594,8.82882
45025,yes,,,,yes,,,Marenco Daniel & C. - Società in Nome Collettivo di Daniel Marenco e C.,Api-Ip,44.39508,8.93997
44538,yes,,,,yes,,,Tornich Alessia,Api-Ip,44.41169,8.95522
35223,,,,,,,,Due Esse S.R.L.,Agip Eni,44.39774,8.9489
37688,yes,,yes,,yes,,,Zena Service S.N.C.di Claudio Vingiani & C.,Q8,44.41117,8.9007
39829,yes,,,,yes,,,La Rocca Alberto,Agip Eni,44.45412,8.89648
18546,yes,,,,yes,,,Massimiliano Baretti S.A.S.,Total Erg,44.44904,8.99689
16210,,,,,,,,Maugeri Francesco,Agip Eni,44.40138,8.95422
5062,,,,,,yes,,Me-tra - Società a Responsabilità Limitata,,44.43559,8.96152
34871,,,,,,,,Metano Genova Bolzaneto S.R.L.,Agip Eni,44.46851,8.89912
31632,yes,,,,yes,,,Carrozzeria-officina F.Lli Ferrero di Ferrero Marco e C. Società in Nome Collettivo,Api-Ip,44.46214,8.89678
47246,yes,,,,yes,,,Eni Fuel S.P.A.,Agip Eni,44.42619,8.7689
26913,yes,,,,yes,,,Gestioni Innovative Italia S.R.L.,Agip Eni,44.4897,8.90159
25364,yes,,,,yes,,,Barisone S.A.S. di Barisone Paola & C.,Q8,44.42505,8.82482
22187,,,,,,,,Perassolo S.A.S. di Perassolo Patrizia,Q8,44.4071,8.89833
43864,yes,,,,yes,,,Barisone S.A.S. di Barisone Paola & C.,Q8,44.42688,8.85694
27976,yes,,,,yes,,yes,Emmegas S.N.C. di Cairo Mario e Bertullacelli Maurizio & C.,Retitalia,44.4852,8.89771
5943,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.47045,8.90111
47024,yes,,,,yes,,,R.S. Carburanti S.N.C.di Pastorino e C.,Esso,44.42807,8.9546
3474,,,,,,,,Sant'ilario Service S.A.S.,Total Erg,44.39299,9.04582
23908,yes,,yes,,yes,,,Russo Giovanni S.N.C.,Q8,44.39251,9.04591
10006,yes,,,,yes,,,Malagoli Luisa,Q8,44.40882,8.96571
23764,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.42489,8.85532
21456,yes,,,,yes,,,Spagnolo e Amato di Gian Damiano Pastorino & C. Società in Nome Collettivo,Esso,44.4078,8.89309
25647,yes,,,,yes,,,Stazione di Servizio Antonella di Gaglione Raimondo Danilo e C. - Società in Accomandita Semplice,Api-Ip,44.39244,9.0084
16991,yes,,,,yes,,,Liguori Andrea,Europam,44.40469,8.95309
39535,yes,,yes,,yes,,,Crovetti Alberto,Agip Eni,44.41896,8.85891
45488,yes,,yes,,yes,,,Mancini Carmelo,Agip Eni,44.4287,8.75865
45999,yes,,yes,,yes,,,Pinna Maria Teresa,Agip Eni,44.39096,8.97442
42974,,,,,,,,Siracusa Monica,Esso,44.38308,9.02574
42644,yes,,,,yes,,,Ghiorzo Valter,Api-Ip,44.42085,8.92548
44486,,,,,,,,Asghar Momna,Api-Ip,44.40561,8.98069
31582,yes,,,,yes,,,Avenoso Marco,Api-Ip,44.4539,8.89593
32601,,,,,,,,Stazione di Servizio Manin S.N.C.Di Fresu Bruno e Baravelli Paola,Esso,44.41422,8.9475
24398,yes,,,,yes,,,C.A.S.T.O.M. Service - Società in Nome Collettivo di Costanzo Is Abella e Sambiase Domenico,Total Erg,44.42831,8.74597
7182,,,,,,,,Capogreco Vincenzo e Luca S.N.C.,Agip Eni,44.40696,8.95267
38094,yes,,,,yes,,,Gulisano Angelo,Agip Eni,44.407,8.979
33657,,,,,,,,Zanoni Pierluigi,Esso,44.3988,8.99297
18979,yes,,,yes,yes,,,Bona Riccardo,Api-Ip,44.43141,8.75139
29951,,,,,,,,Fortune S.N.C. di Simone Lomuoio e Mattia Casagrande,Q8,44.42688,8.85695
29457,,,,,,,,G. L. M. Service S.N.C.di Vargiu Luigi & C.,Esso,44.42515,8.82537
35213,,,,,,,,Moro S.A.S. di Maccio' Domenico Vittorio & C.,Esso,44.45299,8.97698
37499,yes,,,,yes,,,Zonza Marco,Api-Ip,44.40103,8.94624
15291,yes,,yes,,yes,,,Delfino Mauro,Tamoil,44.40807,8.99009
10004,,,,,,,,Conte Luciano,Tamoil,44.38259,9.05219
13263,,,,,,,,Tony & Luca di Antonio Fontanino & Luca Buccheri - Società in Nome Collettivo.,Agip Eni,44.42612,8.89135
19294,,,,,,,,Pasquale Sabrina,Total Erg,44.40781,8.95008
22030,,,,,,,,Distributore Total di Rocca Ciro,Total Erg,44.40561,8.98067
39965,yes,,,,yes,,,Segalerba Andrea,Total Erg,44.47174,8.90253
29838,yes,,,,yes,,,Stazione di Servizio Totalerg S.N.C. di Segalerba Andrea,Total Erg,44.43113,8.95747
26230,yes,,,,yes,,,Vegni Massimo,Europam,44.44265,8.96414
8704,yes,,,,yes,,,Imbraguglia Daniele,Europam,44.29836,9.36368
12795,yes,,,,yes,,,Rpl Group S.N.C. di Ricco' Fausto & C.,Api-Ip,44.30064,9.35888
30927,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.30859,9.34165
40997,yes,,,,yes,,,Rr di Rovegno Romina,Total Erg,44.3145,9.34563
12607,yes,,,,yes,,,M.& L. Podesta' Sbarbori S.N.C.,Esso,44.32013,9.34769
21481,,,,,,,,Bbm di Bacigalupo Matteo & C S.A.S.,Total Erg,44.31449,9.34565
14352,yes,,,,yes,,,Angioni Tommaso,Api-Ip,44.43896,9.13184
3820,yes,,,,yes,,,Emmetre di Mensi Luca e Mensi Davide & C. S.A.S.,Sarni Oil,44.45511,8.74433
32317,yes,,,,yes,,,4g Energy S.R.L.,Europam,44.42088,9.20793
46398,,,,,,,,Europam S.P.A.,Europam,44.2408,9.4892
43913,yes,,,,yes,,,Europam S.P.A.,Europam,44.51601,9.02413
18769,yes,,,,yes,,,Oil Italia S.R.L.,Oil Italia,44.5145,9.04651
13112,yes,,,,yes,,,Kerotris - Società a Responsabilità Limitata,Kerotris,44.34454,9.3987
27524,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.34738,9.37876
18159,yes,,yes,,yes,,,Stazione di Servizio Monte Shell di Cuneo Massimo,Q8,44.43299,9.17524
28769,yes,,,,yes,,,Masera e Fugazzi S.A.S. di Fugazzi Sergio & C,Agip Eni,44.37359,9.08798
42453,yes,,yes,,yes,,,Montemurro Daniela,Agip Eni,44.35288,9.21724
21393,,,,,,,,Marrazzo Pasquale,Agip Eni,44.35288,9.21723
45814,yes,,,,yes,,,Europam S.P.A.,Europam,44.34565,9.22837
39380,yes,,,,yes,,,Marenco Daniel & C. - Società in Nome Collettivo di Daniel Marenco e C.,Api-Ip,44.3477,9.22569
9236,yes,,,,yes,,,Rovatti Pietro,Q8,44.35342,9.21327
6386,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.35272,9.21765
11603,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.35353,9.214
8900,yes,,,,yes,,,Savio David,Api-Ip,44.35413,9.21337
16730,yes,,,,yes,,,Tender Carburanti S.N.C.di Moras Andrea e C.,Esso,44.35267,9.21823
16734,yes,,,,yes,,,Tender Carburanti S.N.C.di Moras Andrea e C.,Esso,44.3555,9.21008
46612,yes,,,,yes,,,Cuneo Enrico,Api-Ip,44.36036,9.1452
33264,,,,,,,,Dabrigioil di Dabrigi Alfredo,Api-Ip,44.36037,9.14523
4545,yes,,,,yes,,,Masera e Fugazzi S.A.S. di Fugazzi Sergio & C,Agip Eni,44.36561,9.14689
43915,yes,,,,yes,,,Europam S.P.A.,Europam,44.37256,9.15036
17896,,,,,,,,Fugazzi Silvano,Tamoil,44.52589,9.38494
45679,yes,,,,yes,,,U Furna' S.N.C.di Adele Fontana Ed Emanuela Fontana,Tamoil,44.52585,9.38499
34680,yes,,,,yes,,,Nuova Sidap S.R.L.,Tamoil,44.60416,8.95438
40500,yes,,,,yes,,,Europam S.P.A.,Europam,44.6042,8.95294
43524,,,,,,,,Oliva Nadia,Q8,44.58887,8.9376
9391,,,,,,,,Puci Luigi,Q8,44.58886,8.93765
43304,yes,,,,yes,,,Europam S.P.A.,Europam,44.56488,8.66619
42899,yes,,,,yes,,,Europam S.P.A.,Europam,44.55716,9.28256
25593,,,,,,,,Lagomarsino Emanuele,Europam,44.3742,9.29998
47005,yes,,,,yes,,,Europam S.P.A.,Europam,44.37423,9.29994
23099,yes,,yes,,yes,,,Poggi Giuliano,Agip Eni,44.47747,8.92237
24052,,,,,,,,Daan di Scavino Anna Maria e Civati Daniele S.A.S.,Q8,44.33087,9.21268
12713,yes,,,,yes,,,Lupini Umberto,Api-Ip,44.33538,9.20802
44271,yes,,,,yes,,,Spugna Bar di Mereu Gianluca,Q8,44.33087,9.21263
12086,yes,,,,yes,,,Boschi Marco,Api-Ip,44.32912,9.21393
17246,yes,,,,yes,,,Cella Massimo,,44.54582,9.45618
26259,yes,,,,yes,,,Castelli Attilio,Europam,44.55698,8.97817
23060,yes,,,,yes,,,Lagorio Daniele,Esso,44.56738,8.95471
45579,yes,,,,yes,,,T.D.M. S.R.L.,Tamoil,44.49441,8.9203
3716,,,,,,,,Campora Est S.N.C.,Esso,44.52987,8.94034
14069,,,,,,,,Fratti Fiorenzo,Tamoil,44.4944,8.92031
39227,,,,,,,,La Rocca Davide,Total Erg,44.49863,8.9228
40840,,,,,,,,D'Amico Antonio,Europam,44.27789,9.39326
36780,yes,,yes,,yes,,,Distributore Garibotto Paola di Rossi Michela,Agip Eni,44.27434,9.40713
31484,yes,,yes,,yes,,,Parasiliti Antonello,Agip Eni,44.2699,9.4249
12762,,,,,,,,Europam S.R.L.,Europam,44.27065,9.38546
43805,yes,,,,yes,,,Carminati Enrico,Api-Ip,44.26944,9.41423
38532,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,44.27607,9.41991
3931,yes,,yes,,yes,,yes,Garantera S.A.S.,Agip Eni,44.27513,9.42001
23979,,,,,,,yes,Rivoli Gianni,,44.2795,9.42175
41916,yes,,,,yes,,,Europam S.P.A.,Europam,44.27788,9.39326
6384,yes,,,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.27136,9.42098
11597,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,44.2676,9.42411
13380,yes,,,,yes,,,Callegari e Corsini S.N.C.di Callegari Enzo & C.,Esso,44.27168,9.40086
37241,yes,,,,yes,,,Trebbiaplast S.A.S. di Beone Vincenzo & C.,,44.51496,9.15477
43914,yes,,,,yes,,,Europam S.P.A.,Europam,44.33726,9.26854
26366,yes,,,,yes,,yes,Autoservice 2000 di Cara Stefano & C. S.N.C.,Tamoil,45.95302,13.43632
11611,yes,,yes,,yes,,,Servizi & Gestioni Italia S.R.L.,Q8,45.95677,13.46632
21433,yes,,,,yes,,,Zorgniotti & Piu di Zorgniotti Oscar & C. S.A.S.,Api-Ip,45.95026,13.4752
23721,yes,,,,yes,,,San Marco Petroli Distribuzione S.R.L.,San Marco Petroli,45.95887,13.46387
30744,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,45.9045,13.53717
44256,yes,,,,yes,,,D.P.2 S.R.L.,Total Erg,45.84023,13.48843
29278,yes,,,,yes,,,Ip Services S.R.L.,Api-Ip,45.8611,13.48302
39309,,,,,,,,Servizi Innovativi Nord Est S.R.L.,Agip Eni,45.93756,13.61665
43328,,,,,,,,Al Passaggio di Rutar Andrea,Total Erg,45.93659,13.58449
